Pulau,Propinsi,Kabupaten,Kependudukan
Wadumandi,NUSA TENGGARA BARAT,KABUPATEN DOMPU,Tidak Ada
Wadurange,NUSA TENGGARA BARAT,KABUPATEN DOMPU,Tidak Ada
Bajopulau,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Baku Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Banta Giliá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Barusu Nggelu,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Bedi Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Dora,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Fanda Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Genda',NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Kamara,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Kambing,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Karawo Na'e,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Karawo To'i,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Karii Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Laaji Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Lampadana,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Langgudu Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Lereh Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Limbu Na'e,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Limbu To'i,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Malai Na'e Nisa,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Malai To'i Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Mbee Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Mboko Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Mboko Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Mbolo Nisa,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Na'e Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Naga Sumi Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Nanga Nisa,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Nangambai Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Nisa Bea,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Ntodo Na'e Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Ntodo To'I Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Ntosa Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Oipa'i Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Oisedu,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Paga Nisa,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Parabo Nisa,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Peka Na'e,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Peka To'i,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Pela Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Penihi Nisa,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Ponda,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Prangga Da,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Prangga Kaboro,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Puahalima Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Salunga,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sami' Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sangiang,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Satoe Na'e Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Satoe To'I Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Serise Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sido Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sobu Langgudu,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sobu Na'e Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sobu Sape Nisa,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sobu To'i Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Sura,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Tando Nguwu  Na'e Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Tando Nguwu To'i Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Tanggaombo Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Taroa Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Toropinunga,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Toroserise,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Torowamba Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Ular,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Uma Peka,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Uwi Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadu Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadufambo,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadulembo Da,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadulembo Do,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadulembo Woha,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadumbee Da,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadumbee Do,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadumbee Woha,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadumbolo Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wadumbolo Nisaá,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Waduuwi Da,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Waduuwi Do,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Waduuwi Woha,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wane Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Berpenduduk
Wiku Lembo Na'e,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wiku Lembo To'i,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Wontu Nisa á,NUSA TENGGARA BARAT,KOTA BIMA,Tidak Ada
Baban,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Belang,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Dua Ode,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Dua Rea,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Gera,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Kambing,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Kenawa,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Mandiki,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Namo,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Paserang,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Puyen,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Rantung,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Sarang,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Sesai,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Ular,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,Tidak Ada
Air Gili,NUSA TENGGARA BARAT,KABUPATEN LOMBOK UTARA,Tidak Ada
Meno Gili,NUSA TENGGARA BARAT,KABUPATEN LOMBOK UTARA,Tidak Ada
Trawangan Gili,NUSA TENGGARA BARAT,KABUPATEN LOMBOK UTARA,Tidak Ada
Flores,NUSA TENGGARA TIMUR,,Berpenduduk
Sumba,NUSA TENGGARA TIMUR,,Berpenduduk
Batuhitam,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Batuinang,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Batutanjungmas,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Burung,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Fatuatoni,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Fatubnao,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Fatufeu,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Fatumeo,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Fatunai,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Fatupene,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Fatusnasat,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Kambing,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Kera,NUSA TENGGARA TIMUR,KOTA KUPANG,Berpenduduk
Merah,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Pan Apot,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Rote,NUSA TENGGARA TIMUR,KOTA KUPANG,Berpenduduk
SABU,NUSA TENGGARA TIMUR,,Berpenduduk
Semau,NUSA TENGGARA TIMUR,KOTA KUPANG,Berpenduduk
Tabui,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Tikus,NUSA TENGGARA TIMUR,KOTA KUPANG,Tidak Ada
Batang,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Buaya,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Kambing,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Kangge,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Kapas,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Kepa,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Kura,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Lapang,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Nub,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Pantar,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Pura,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Rusa,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Sika,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Ternate,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Tikus,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Berpenduduk
Treweng,NUSA TENGGARA TIMUR,KABUPATEN ALOR,Tidak Ada
Adonara,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Berpenduduk
Bani,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Belen,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Belopo Belen,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Belopo Kre,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Bola Belen,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Bola Kre,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Gambus,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Keroko,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Konga,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Berpenduduk
Kowa,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Mas,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Nuhabele,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Solor,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Berpenduduk
Waibulun,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Watopeni Belen,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Watopeni Buse,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Watukepung,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Wera Buran,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Witi,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR,Tidak Ada
Babi,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Batumandi,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Besar,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Dambilah,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Koja,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Koka Nusa,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Kolisia,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Kondoh,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Kura Nusa,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Palue,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Pangabatang,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Parumaan,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Pemana Besar,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Pemana Kecil,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Sabelo'o,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Sukun,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Berpenduduk
Watomite,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Watomoda,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Wawolowe,NUSA TENGGARA TIMUR,KABUPATEN SIKKA,Tidak Ada
Ende,NUSA TENGGARA TIMUR,KABUPATEN ENDE,Berpenduduk
Gomo,NUSA TENGGARA TIMUR,KABUPATEN ENDE,Tidak Ada
Koa,NUSA TENGGARA TIMUR,KABUPATEN ENDE,Tidak Ada
Korokaili,NUSA TENGGARA TIMUR,KABUPATEN ENDE,Tidak Ada
Ria Nusa,NUSA TENGGARA TIMUR,KABUPATEN ENDE,Tidak Ada
Songo,NUSA TENGGARA TIMUR,KABUPATEN ENDE,Tidak Ada
Babi,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Bakau,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Batu,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Dua,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Halima,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Kolong,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Kucing,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Lainjawa,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Latung Nusa,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Mborong,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Meja,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Nelo Loe,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Nelo Mese,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Ontoloe,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Ontoloesua,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Pampa,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Pata,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Rutong,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Sui,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Susumolas,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Taor,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Tarang,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Tembaga,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Tiga,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Watuwangka,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Wire,NUSA TENGGARA TIMUR,KABUPATEN NGADA,Tidak Ada
Mules,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI,Berpenduduk
Bolakamba Kecil,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Bolakamba,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Halura,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Berpenduduk
Koatak,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Manggudu,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Berpenduduk
Nuha,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Nuhamanu,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Nuhambelar,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Palanjara,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Panggoro,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watubakul,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watukanabukamimi,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watukarata,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watukaratak,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watukatoda tairi,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watukurang,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watukurang,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watulambat,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watumahari,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watumaunyali,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watumbellar,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watundumur,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watupahomba,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watuparenja,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watupingiatu,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watupurutau Besar,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watupurutau Kecil,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Waturara,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watutena,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Watuwahang,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR,Tidak Ada
Anahodi,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Anameha,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Balohokmonegoro,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Barenggemonokodi,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Bokugawi,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Laikamemi,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Liangubowa,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Lianguhewu,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Malondobara Barat,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Malondobara Timur,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watuadung,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watukala,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watukalode,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watulahimandara,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watulaitarung,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watulipara,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watumadongara,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watungorajara,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watusorimalanak,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Watutelokarata,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT,Tidak Ada
Batutara,NUSA TENGGARA TIMUR,KABUPATEN LEMBATA,Tidak Ada
Lembata,NUSA TENGGARA TIMUR,KABUPATEN LEMBATA,
Sewanggi,NUSA TENGGARA TIMUR,KABUPATEN LEMBATA,Tidak Ada
Watonubi,NUSA TENGGARA TIMUR,KABUPATEN LEMBATA,Tidak Ada
Aiana,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Ana Dua Nusa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Ana Esa Nusa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batuana Lain,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batuana,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batudaefui,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batuhun,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batukapa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batukindi,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batukisak,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batulilok,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batulole,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batuluak,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batumanupui,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batumasir,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batumatua Ana,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batumatua,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batumulu Kona,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batuovak,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batupana Dua,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batupana Esa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batupianitas Ana,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batupianitas Tua,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batusoe,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batutelu Muli,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batutelu Ndulu,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batutelu Talada,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batutiang Bendera,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batutua Kadale Dua,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Batutua Kadale Esa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bau,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bauren,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bibi,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bibik Ana,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bibik,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bolotelu Ki,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bolotelu Kona,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bolotelu Ledo Tena,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bolotelu Ledo Ti,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bonggo Dua,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Bonggo Esa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Boti Ana Nusa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Boti Nusa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Butu Mulu Ki,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Dengka,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Dete,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
Do'o,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Berpenduduk
Dua Nusa,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO,Tidak Ada
