"Nama","Alamat","Telepon","Kategori_ID","Kategori_EN","Nomor_Keputusan","Tanggal_Keputusan","Nama_Produk","Tempat_Perizinan","Tanggal_Operasional","Keterangan_ID","Keterangan_EN","Lampiran","Status","Tipe","Barcode","Email","Website"
"PT Surya Mandiri Ekajaya","Jl. Tanjungpura No. 18, Pontianak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/3/KEP.PBI.PTK/2003","04/04/2003","","KPwBI Provinsi Kalimantan Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0025.001/0003","",""
"PT Dirgahayu Valuta Prima","Jl. Danau Tamblingan No.66, Denpasar, bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/39/DPM/PPU/Dpr","04/04/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0024.004/0004","",""
"PT Dirgahayu Valuta Prima","Jl. Merak No. 23 Br. Jambe Baleran, Ds. Dajan Peken, Kec. Tabanan, Kab. Tabanan, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/5/KEP.PBI.DPR/2003","04/04/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0024.019/0004","",""
"PT Dirgahayu Valuta Prima","Jl. Sahadewa No.3, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/39/DPM/PPU/Dpr","04/04/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0024.002/0004","",""
"PT Dirgahayu Valuta Prima","Jl. Subita No. 21 X, Denpasar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/5/KEP.PBI.DPR/2003","04/04/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0024.001/0004","",""
"PT Dirgahayu Valuta Prima","Jl. Wenara Wana (Monkey Forest Corner), Gianyar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/39/DPM/PPU/Dpr","04/04/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0024.003/0004","",""
"PT Gemilang Perdana Sejati","Jl. Diponegoro No. 19, Pontianak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI.PTK/2003","04/03/2003","","KPwBI Provinsi Kalimantan Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0023.001/0002","",""
"PT Cipta Restu Rasa","Jl. Sisingamangaraja No.19/33 Kota Cirebon","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI/Cn/2003","04/01/2003","","KPwBI Cirebon","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0021.001/0001","",""
"PT Prima Jaya Artha","Jl. Raya Bulak No.282/14 Jatibarang - Kab. Indramayu","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI/Cn/2003","04/01/2003","","KPwBI Cirebon","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0022.001/0002","",""
"PT Sekilak Danariya Pratama","Counter hypermart (Basemant) Mega Mall Batam Centre Kel. Belian Kec. Batam Kota Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI/Btm/2003","03/28/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0018.001/0004","",""
"PT Sinar Lampung Valasindo","Komp. Pertokoan S. Bandung Blok E No.12 Metro","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI.Bdl/2003","03/24/2003","","KPwBI Provinsi Lampung","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0019.001/0001","",""
"PT Kuta Prima Nirwana Valas","Jl. Raya Legian No. 350, Kuta, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/3/KEP.PBI.DPR/2003","03/19/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0016.001/0003","",""
"PT Dian Semesta Primadana","Jl. H. Agus Salim No. 14 Pontianak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI.PTK/2003","03/14/2003","","KPwBI Provinsi Kalimantan Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0014.001/0001","",""
"PT Murni Indah Abadi","Jl.Pelantar II No.7, Kota Tanjungpinang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI/Btm/2003","03/13/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0013.001/0002","",""
"PT Rama Rajasa","Jl. Danau Batur Raya Ruko B No. 2, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI.DPR/2003","03/12/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0012.001/0002","",""
"PT Gandiana Gemilang","Jl. Pantai Mengiat No.3, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/24/DPM/PPU/Dpr","03/05/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0010.003/0001","",""
"PT Gandiana Gemilang","Jl. Pratama No.77, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/24/DPM/PPU/Dpr","03/05/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0010.002/0001","",""
"PT Gandiana Gemilang","Jl. Pulau Pinang No. 19, Denpasar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI.DPR/2003","03/05/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0010.001/0001","",""
"PT Pratama Strata Utama","Lobby Hotel Niko Bali Resort & Spa, Nusa Dua, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","4/153/DPM/PPU","06/18/2002","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0270.003/0043","",""
"PT Haji La Tunrung A.M.C","Jl. Bhayangkara - Mall Bontang No. 4, Bontang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","4 / 69 / DPM / PPU, ","04/12/2002","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.019/0001","",""
"PT Pratama Strata Utama","Nusa Dua Galeria Blok B (Komplek BTDC) Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","3/61/DPM/PPU","02/26/2001","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0270.002/0043","",""
"PT Deli Megah Valutindo","Jl. Jend. A. Yani VII/35 D Medan (A)","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","3/58/DPM/PPU","02/15/2001","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0017.002/0003","",""
"PT Haji La Tunrung A.M.C","The Raffles Square Jl. Ir. H. Juanda No. 1 Blok A No. 5, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","3/40/DPM/PPU","02/02/2001","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.031/0001","",""
"PT Bali Saudara Valas","Jl. Padma Utara (CV.Jaya Mertha II), Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","3/276/DPM/PPU","01/30/2001","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0291.005/0050","",""
"PT Bali Saudara Valas","Jl. Padma Utara (CV.Kusuma), Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","3/276/DPM/PPU","01/30/2001","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0291.006/0050","",""
"PT Bali Adil Indo Valas","Hotel Yulia Village Inn Jl. Monkey Forest, Ubud, Gianyar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/540/DPM/PPU","11/29/2000","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0354.002/0072","",""
"PT Bali Saudara Valas","Jl. Padma Utara No.34, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/467/DPM/PPU","10/31/2000","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0291.003/0050","",""
"PT Bali Saudara Valas","Jl. Padma Utara No.517 B (Juni Artha III), Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/467/DPM/PPU","10/31/2000","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0291.002/0050","",""
"PT Bali Saudara Valas","Jl. Seminyak No.17 (Bintang Super Market), Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/467/DPM/PPU","10/31/2000","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0291.004/0050","",""
"PT Haji La Tunrung A.M.C","Jl. Brigjen Katamso, Ruko Bangkong Plaza Blok A-8, Semarang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2 / 375 / DPM / PPU, ","08/29/2000","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.016/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Gajah Mada No. 239, Pontianak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2 / 375 / DPM / PPU, ","08/29/2000","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0396.017/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Haryono MT No. 24, Banjarmasin","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/375/DPM/DPU","08/29/2000","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.028/0001","",""
"PT Haji La Tunrung A.M.C","Jl. S. Parman Blok D No. 9, Samarinda","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2 / 375 / DPM / PPU, ","08/29/2000","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.014/0001","",""
"PT Manguni Dewata","Jl. Legian No.7, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/148/DPM/PPU/Dpr","05/11/2000","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0375.002/0075","",""
"PT Arta Yoga Utama","Jl. Airport Ngurah Rai No.1,  Kuta, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/1/DPM/PPU","01/04/2000","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0158.007/0019","",""
"PT Arta Yoga Utama","Jl. Kartika Plaza No.5,  Kuta, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","2/1/DPM/PPU","01/04/2000","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0158.006/0019","",""
"PT Alir Sapta Samudera","Komp. Ruko Gajah Mada Kav. 5 ","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","3/82/DPM/PVA","01/04/2000","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","1366.001/0181","",""
"PT Haji La Tunrung A.M.C","Jl. Saleh Sungkar No. 53, Lingkungan Dende Seleh RT.003 Kel. Bintaro Kec. Ampenan, Mataram","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","1 / 2 / UOPM / PPU","05/18/1999","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.013/0001","",""
"PT Tarukan Valas","Jl. Ketampon, Pertokoan Darmo Bintoro Kav. 22-23, Surabaya, Jawa Timur","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","31/136/uopm/ppu","07/31/1998","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0303.004/0057","",""
"PT Haji La Tunrung A.M.C","Jl. Yos Sudarso No. 80, Bitung, Sulawesi Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","30 / 115 / UOPM / PPU, ","12/19/1997","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.012/0001","",""
"PT Multigraha Kelolavalas","Jalan Pejanggik No. 1","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","30/114/UOPM/PPU","12/10/1997","","KPwBI Provinsi Nusa Tenggara Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0034.002/0002","",""
"PT Jaya Arta Wijaya","Jl. Dr.Sutomo No.118","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/3/PBI.KEP.KD/2003","10/21/1997","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0002.003/0001","",""
"PT Jaya Arta Wijaya","Jl. A Yani No.73","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/3/PBI.KEP.KD/2003","10/21/1997","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0002.002/0001","",""
"PT Tarukan Valas","Jl. Palmerah Barat No.23 C, Kel.Gelora Kec.Tanah abang, Jakarta, DKI Jakarta","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","30/62/uopm/ppu","08/29/1997","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0303.003/0057","",""
"PT Haji La Tunrung A.M.C","Asrama Haji Sudiang, Makassar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","29 / 461 / UOPM / UP","03/12/1997","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.011/0001","",""
"PT Arta Yoga Utama","Arcade Hotel Putri Bali, Nusa Dua, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","29/155/UUPM/PPU","01/16/1997","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0158.005/0019","",""
"PT Artha Modern Centre","Lippo Mall Kemang-Kemang Village Unit LG-07. Jl. P.Antasari No.36P, Kelurahan Bangka, Kec. Mampang Prapatan, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","27/327/UD/ADV","12/27/1994","","KPwBI Provinsi Banten","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0237.002/0006","",""
"PT Tarukan Valas","Jl. Bakung Sari, Pasar Seni Blok E/17, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","27/206/UD/ADV","10/26/1994","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0303.002/0057","",""
"PT Arta Yoga Utama","Jl. Raya Celuk No. 77X, Gianyar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/255/UD/Adv","05/30/1989","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0158.004/0019","",""
"PT Arta Yoga Utama","Jl. Bakungsari No.76, Kuta, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/255/UD/Adv","05/30/1989","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0158.003/0019","",""
"PT Arta Yoga Utama","Tower Buliding Hotel Grand Bali Beach, Sanur, Denpasar Selatan, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/255/UD/Adv","05/30/1989","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0158.002/0019","",""
"PT Haji La Tunrung A.M.C","Jl. Pierre Tendean, Komp Ruko Mega Smart 4 No. 7, Manado","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators"," 21 / 76 / UD / EXIM, ","05/24/1988","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.010/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Perak Timur No. 282, Surabaya","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","19 / 394 / UD / ADv,  ","11/13/1986","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.009/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Pasar Kembang No. 17, Yogyakarta","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","17 / 36 / UD / ADv","07/16/1984","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.008/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Werkudara No. 511 Legian, Kaja, Kuta, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","16 / 1227 / UD / EXIM","09/13/1983","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.007/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Achmad Yani No. 6 A, Balikpapan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","14 / 320 / UD / EXIM, ","04/30/1981","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.006/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Yos Sudarso  RT. 16  No. 26, Tarakan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","12 / 3100 / UD / EXIM","11/28/1979","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.005/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Sultan Hasanuddin No. 21, Pare-Pare","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","10 / 323 / UD / EXIM, ","12/31/1977","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.004/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Landorundun No. 27, Rantepao","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","9 / 6725 / UD / EXIM","03/09/1977","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.003/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Monginsidi No. 42, Makassar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","7 / 810 / UD / EXIM,  ","05/17/1974","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.002/0001","",""
"PT Haji La Tunrung A.M.C","Jl. Akhmad Muksin RT.06 Kelurahan Timbau, Kec. Tenggarong, Kab Kutai Kartanegara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","","","","KPwBI Provinsi Sulawesi Selatan","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0396.034/0001","",""
